Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
1374,Rafael Leão,pt POR,FW,Lille,fr Ligue 1,19,1999,14.3,174,253,68.8,2724,386,99,132,75.0,61,84,72.6,12,20,60.0,3,1.6,+1.4,11,10,6,2,10,Matches
1375,Mathew Leckie,au AUS,FWMF,Hertha BSC,de Bundesliga,27,1991,10.5,240,357,67.2,3723,896,134,177,75.7,80,125,64.0,17,35,48.6,0,1.4,-1.4,12,21,13,3,25,Matches
1376,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,27,1991,37.0,835,1262,66.2,31283,21782,72,72,100.0,274,279,98.2,489,910,53.7,0,0.2,-0.2,4,17,0,0,1,Matches
1377,Pierre Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,25,1993,26.6,1234,1466,84.2,23478,5685,528,589,89.6,513,567,90.5,177,277,63.9,1,2.4,-1.4,30,123,11,0,98,Matches
1378,Jordan Lefort,fr FRA,DFMF,Amiens,fr Ligue 1,24,1993,20.0,632,911,69.4,13047,5789,220,263,83.7,300,393,76.3,105,236,44.5,1,0.3,+0.7,4,53,7,2,79,Matches
1379,Wu Lei,cn CHN,FWMF,Espanyol,es La Liga,26,1991,11.8,156,221,70.6,2041,569,110,137,80.3,34,52,65.4,5,12,41.7,1,0.7,+0.3,9,6,14,3,16,Matches
1380,Tim Leibold,de GER,DF,Nürnberg,de Bundesliga,24,1993,30.7,1215,1583,76.8,23206,8958,552,629,87.8,486,589,82.5,162,318,50.9,2,2.9,-0.9,37,66,26,6,120,Matches
1381,Lucas Leiva,br BRA,MF,Lazio,it Serie A,31,1987,22.1,1262,1446,87.3,23898,7726,499,548,91.1,578,648,89.2,171,221,77.4,2,2.1,-0.1,26,158,19,1,171,Matches
1382,Florian Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,27,1991,11.7,430,560,76.8,11029,3861,101,129,78.3,207,239,86.6,120,182,65.9,0,0.3,-0.3,3,48,3,0,32,Matches
1383,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,25,1993,2.3,90,119,75.6,1573,658,46,54,85.2,33,43,76.7,9,20,45.0,0,0.1,-0.1,2,5,0,0,4,Matches
1384,Thomas Lemar,fr FRA,MFFW,Atlético Madrid,es La Liga,22,1995,20.2,820,1013,80.9,13101,3530,472,536,88.1,260,305,85.2,73,132,55.3,3,2.9,+0.1,37,59,28,4,81,Matches
1385,Mario Lemina,ga GAB,MF,Southampton,eng Premier League,24,1993,17.9,719,843,85.3,13065,3219,317,341,93.0,300,344,87.2,82,125,65.6,1,0.4,+0.6,10,79,14,3,63,Matches
1386,Mauricio Lemos,uy URU,DF,Sassuolo,it Serie A,22,1995,2.0,63,69,91.3,1405,295,16,18,88.9,33,35,94.3,13,15,86.7,0,0.0,0.0,0,0,0,0,4,Matches
1387,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,23,1995,21.5,1024,1146,89.4,21201,8387,340,361,94.2,508,540,94.1,172,232,74.1,0,0.0,0.0,0,40,0,0,48,Matches
1388,Aaron Lennon,eng ENG,MF,Burnley,eng Premier League,31,1987,13.5,231,309,74.8,3552,726,129,157,82.2,77,93,82.8,17,33,51.5,1,0.7,+0.3,7,8,5,2,19,Matches
1389,Bernd Leno,de GER,GK,Arsenal,eng Premier League,26,1992,31.5,790,1104,71.6,22966,12942,113,114,99.1,400,402,99.5,275,581,47.3,0,0.0,0.0,0,4,0,0,2,Matches
1390,Pedro León,es ESP,MFFW,Eibar,es La Liga,31,1986,4.7,93,168,55.4,1667,666,51,68,75.0,26,46,56.5,16,45,35.6,0,0.2,-0.2,4,8,6,5,13,Matches
1391,Sergio León,es ESP,FWMF,Betis,es La Liga,29,1989,7.1,80,106,75.5,1158,130,46,57,80.7,26,32,81.3,5,9,55.6,1,0.5,+0.5,6,0,1,1,2,Matches
1392,Lukas Lerager,dk DEN,MF,Bordeaux,fr Ligue 1,25,1993,14.4,524,660,79.4,9076,2810,255,305,83.6,210,248,84.7,54,93,58.1,1,0.3,+0.7,8,61,12,2,66,Matches
1393,Lukas Lerager,dk DEN,MF,Genoa,it Serie A,25,1993,12.5,287,388,74.0,5064,1490,130,163,79.8,116,141,82.3,32,62,51.6,0,0.9,-0.9,16,37,13,5,37,Matches
1394,Mehdi Léris,fr FRA,MFFW,Chievo,it Serie A,20,1998,17.9,552,741,74.5,9306,2913,265,308,86.0,218,274,79.6,53,117,45.3,2,0.9,+1.1,15,36,15,6,67,Matches
1395,Jefferson Lerma,co COL,MF,Bournemouth,eng Premier League,23,1994,27.8,1313,1564,84.0,25191,6554,520,604,86.1,594,655,90.7,177,253,70.0,0,0.9,-0.9,13,121,12,0,110,Matches
1396,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,29,1988,32.9,599,764,78.4,9219,1806,342,401,85.3,191,237,80.6,47,59,79.7,7,8.3,-1.3,44,43,33,1,56,Matches
1397,Igor Lewczuk,pl POL,DF,Bordeaux,fr Ligue 1,33,1985,5.0,167,198,84.3,3760,1316,41,48,85.4,87,96,90.6,39,51,76.5,0,0.0,0.0,0,6,0,0,7,Matches
1398,Aaron Leya Iseka,be BEL,FW,Toulouse,fr Ligue 1,20,1997,16.0,213,267,79.8,2955,487,125,149,83.9,66,81,81.5,9,12,75.0,0,0.7,-0.7,11,11,5,0,15,Matches
1399,Stephan Lichtsteiner,ch SUI,DF,Arsenal,eng Premier League,34,1984,10.4,454,592,76.7,7972,2538,202,229,88.2,204,250,81.6,41,79,51.9,0,0.0,0.0,2,21,8,2,28,Matches
1400,Dimitri Liénard,fr FRA,MFDF,Strasbourg,fr Ligue 1,30,1988,14.3,676,868,77.9,13814,3158,273,305,89.5,268,303,88.4,125,232,53.9,2,1.0,+1.0,15,47,11,3,46,Matches
1401,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,22,1996,6.8,240,300,80.0,5976,1668,28,32,87.5,155,167,92.8,56,98,57.1,0,0.1,-0.1,2,18,2,1,22,Matches
1402,Lucas Lima,br BRA,DFFW,Nantes,fr Ligue 1,26,1991,27.7,1213,1755,69.1,22596,11291,535,625,85.6,509,685,74.3,157,378,41.5,4,4.1,-0.1,47,111,46,21,169,Matches
1403,Anthony Limbombe,be BEL,FW,Nantes,fr Ligue 1,24,1994,13.7,333,466,71.5,4894,1314,195,245,79.6,115,156,73.7,19,41,46.3,1,2.6,-1.6,24,12,18,9,27,Matches
1404,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,24,1994,28.9,1333,1475,90.4,25944,9033,466,493,94.5,683,719,95.0,162,228,71.1,1,1.2,-0.2,5,56,7,0,69,Matches
1405,Karol Linetty,pl POL,MF,Sampdoria,it Serie A,23,1995,27.9,1056,1274,82.9,16767,4513,588,666,88.3,378,450,84.0,77,114,67.5,3,3.1,-0.1,30,80,36,6,113,Matches
1406,Jesse Lingard,eng ENG,FWMF,Manchester Utd,eng Premier League,25,1992,18.5,671,794,84.5,9821,1906,404,442,91.4,208,251,82.9,38,56,67.9,2,2.1,-0.1,17,56,13,1,46,Matches
1407,Pol Lirola,es ESP,DFMF,Sassuolo,it Serie A,20,1997,33.1,1366,1769,77.2,23183,9462,662,750,88.3,545,697,78.2,129,240,53.8,6,6.2,-0.2,40,82,32,22,117,Matches
1408,Adem Ljajić,rs SRB,FW,Torino,it Serie A,26,1991,0.3,17,22,77.3,235,83,10,12,83.3,7,8,87.5,0,2,0.0,0,0.0,0.0,0,1,0,0,2,Matches
1409,Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,24,1993,19.5,931,1091,85.3,21455,5973,211,232,90.9,523,564,92.7,197,289,68.2,0,0.1,-0.1,2,52,3,0,50,Matches
1410,Fernando Llorente,es ESP,FW,Tottenham,eng Premier League,33,1985,7.7,152,220,69.1,2068,288,95,130,73.1,43,61,70.5,6,15,40.0,4,1.3,+2.7,11,9,2,0,4,Matches
1411,Marcos Llorente,es ESP,MF,Real Madrid,es La Liga,23,1995,6.0,344,372,92.5,6978,1257,121,132,91.7,152,158,96.2,65,71,91.5,0,0.3,-0.3,4,16,0,0,10,Matches
1412,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,31,1986,33.0,900,1178,76.4,28418,16401,88,89,98.9,449,457,98.2,363,632,57.4,0,0.0,0.0,1,11,1,0,0,Matches
1413,Giovani Lo Celso,ar ARG,MF,Paris S-G,fr Ligue 1,22,1996,0.1,12,12,100.0,186,80,5,5,100.0,5,5,100.0,1,1,100.0,0,0.0,0.0,0,2,0,0,1,Matches
1414,Giovani Lo Celso,ar ARG,MFFW,Betis,es La Liga,22,1996,26.6,1199,1452,82.6,20062,4599,582,653,89.1,484,565,85.7,110,167,65.9,4,3.6,+0.4,25,102,47,2,124,Matches
1415,Stanislav Lobotka,sk SVK,MF,Celta Vigo,es La Liga,23,1994,27.7,1284,1439,89.2,22612,5626,608,670,90.7,519,565,91.9,146,181,80.7,1,0.9,+0.1,20,105,12,1,106,Matches
1416,Jürgen Locadia,nl NED,FWMF,Brighton,eng Premier League,24,1993,13.7,264,362,72.9,4405,1027,151,189,79.9,76,108,70.4,27,41,65.9,0,1.2,-1.2,13,12,11,4,20,Matches
1417,Manuel Locatelli,it ITA,MF,Sassuolo,it Serie A,20,1998,20.5,1056,1233,85.6,18735,5108,497,541,91.9,421,479,87.9,122,182,67.0,4,4.0,0.0,37,94,23,1,93,Matches
1418,Ruben Loftus-Cheek,eng ENG,MFFW,Chelsea,eng Premier League,22,1996,11.1,546,620,88.1,8286,1599,318,346,91.9,181,207,87.4,35,39,89.7,2,1.5,+0.5,17,49,9,0,47,Matches
1419,Enzo Loiodice,fr FRA,MF,Dijon,fr Ligue 1,17,2000,9.4,354,423,83.7,6505,1393,137,157,87.3,183,203,90.1,29,50,58.0,1,0.3,+0.7,5,34,2,0,29,Matches
1420,Kevin Long,ie IRL,DF,Burnley,eng Premier League,27,1990,5.7,142,180,78.9,3531,1227,36,40,90.0,66,76,86.8,40,59,67.8,1,0.0,+1.0,0,8,1,0,9,Matches
1421,Shane Long,ie IRL,FWMF,Southampton,eng Premier League,31,1987,14.1,215,331,65.0,2921,603,127,176,72.2,69,101,68.3,9,28,32.1,1,1.1,-0.1,14,13,5,3,18,Matches
1422,Samuele Longo,it ITA,FWMF,Huesca,es La Liga,26,1992,6.2,56,84,66.7,784,191,35,50,70.0,15,21,71.4,3,7,42.9,2,0.6,+1.4,3,5,1,0,5,Matches
1423,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,20,1997,7.6,234,290,80.7,5008,1099,82,94,87.2,109,119,91.6,41,69,59.4,0,0.7,-0.7,5,32,6,1,28,Matches
1424,Ademola Lookman,eng ENG,FWMF,Everton,eng Premier League,20,1997,6.9,216,267,80.9,3296,956,125,144,86.8,75,84,89.3,11,24,45.8,2,1.2,+0.8,8,17,8,5,22,Matches
1425,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,27,1990,34.0,851,1065,79.9,24625,13665,107,107,100.0,429,432,99.3,315,526,59.9,0,0.0,0.0,0,3,0,0,0,Matches
1426,Rony Lopes,pt POR,FWMF,Monaco,fr Ligue 1,22,1995,20.5,453,686,66.0,7889,2742,230,280,82.1,157,226,69.5,57,142,40.1,2,4.1,-2.1,46,23,26,10,57,Matches
1427,Pedro López Muñoz,es ESP,DF,Levante,es La Liga,34,1983,5.2,195,244,79.9,3510,1565,96,101,95.0,72,88,81.8,26,46,56.5,1,0.5,+0.5,7,14,10,5,28,Matches
1428,Alejandro López,es ESP,MF,Espanyol,es La Liga,21,1997,1.2,66,76,86.8,1376,224,21,22,95.5,33,35,94.3,11,15,73.3,0,0.0,0.0,0,5,1,1,4,Matches
1429,Cristian López,es ESP,FW,Angers,fr Ligue 1,29,1989,4.1,72,101,71.3,1009,111,47,59,79.7,22,34,64.7,2,3,66.7,0,0.1,-0.1,1,3,2,0,3,Matches
1430,David López,es ESP,DF,Espanyol,es La Liga,28,1989,20.2,1053,1190,88.5,22290,7836,312,346,90.2,548,585,93.7,184,243,75.7,0,0.2,-0.2,4,65,5,1,61,Matches
1431,Diego López,es ESP,GK,Espanyol,es La Liga,36,1981,38.0,845,1203,70.2,27888,17624,108,108,100.0,372,375,99.2,364,719,50.6,0,0.0,0.0,1,14,1,0,0,Matches
1432,Javi López,es ESP,DF,Espanyol,es La Liga,32,1986,21.6,835,1086,76.9,14937,5853,358,407,88.0,389,478,81.4,79,162,48.8,1,1.5,-0.5,17,56,22,7,82,Matches
1433,Lluis López,es ESP,DF,Espanyol,es La Liga,21,1997,5.8,198,239,82.8,4158,1672,59,66,89.4,103,120,85.8,35,51,68.6,0,0.0,0.0,0,12,0,0,15,Matches
1434,Maxime Lopez,fr FRA,MF,Marseille,fr Ligue 1,20,1997,24.2,2031,2260,89.9,33880,12429,1028,1103,93.2,811,864,93.9,174,256,68.0,3,3.0,0.0,44,182,35,8,222,Matches
1435,Pau López,es ESP,GK,Betis,es La Liga,23,1994,33.0,989,1221,81.0,24902,15065,203,205,99.0,532,540,98.5,249,469,53.1,0,0.0,0.0,0,3,0,0,1,Matches
1436,Roberto López,es ESP,MF,Real Sociedad,es La Liga,18,2000,0.3,3,5,60.0,29,12,2,2,100.0,0,2,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
1437,Unai López,es ESP,MF,Athletic Club,es La Liga,22,1995,3.6,214,250,85.6,4515,906,82,95,86.3,90,97,92.8,40,55,72.7,0,0.3,-0.3,2,28,7,2,17,Matches
1438,Jonas Lössl,dk DEN,GK,Huddersfield,eng Premier League,29,1989,30.9,716,1111,64.4,29184,21376,41,44,93.2,238,241,98.8,437,825,53.0,1,0.5,+0.5,3,24,0,0,0,Matches
1439,Albert Lottin,fr FRA,MFFW,Bordeaux,fr Ligue 1,16,2001,0.2,9,12,75.0,251,90,1,3,33.3,3,4,75.0,4,4,100.0,0,0.0,0.0,0,2,0,0,2,Matches
1440,Imran Louza,ma MAR,MF,Nantes,fr Ligue 1,19,1999,1.0,37,46,80.4,637,177,18,20,90.0,14,18,77.8,5,8,62.5,0,0.0,0.0,0,6,1,0,5,Matches
1441,Davor Lovren,hr CRO,MFFW,Düsseldorf,de Bundesliga,19,1998,0.5,12,19,63.2,159,44,7,10,70.0,5,6,83.3,0,1,0.0,0,0.0,0.0,0,1,0,0,1,Matches
1442,Dejan Lovren,hr CRO,DF,Liverpool,eng Premier League,29,1989,11.0,707,805,87.8,15167,4813,184,194,94.8,405,434,93.3,114,168,67.9,0,0.1,-0.1,1,29,3,2,24,Matches
1443,Chris Löwe,de GER,DFFW,Huddersfield,eng Premier League,29,1989,22.9,755,1077,70.1,14909,5031,307,358,85.8,318,406,78.3,121,259,46.7,2,1.5,+0.5,18,42,27,18,55,Matches
1444,Eduard Löwen,de GER,MFFW,Nürnberg,de Bundesliga,21,1997,18.0,562,740,75.9,10885,3908,236,289,81.7,236,282,83.7,82,134,61.2,2,1.5,+0.5,14,78,17,4,86,Matches
1445,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,29,1989,19.4,621,894,69.5,12946,6004,240,276,87.0,264,357,73.9,111,234,47.4,0,0.6,-0.6,7,70,21,6,71,Matches
1446,Anthony Lozano,hn HON,FWMF,Girona,es La Liga,25,1993,8.1,125,195,64.1,1778,473,73,95,76.8,39,57,68.4,6,24,25.0,0,0.6,-0.6,5,8,5,0,13,Matches
1447,Derrick Luckassen,nl NED,DF,Hertha BSC,de Bundesliga,23,1995,2.8,166,186,89.2,3420,1184,53,57,93.0,87,94,92.6,25,34,73.5,0,0.0,0.0,0,7,0,0,13,Matches
1448,José Luis Gayà,es ESP,DF,Valencia,es La Liga,23,1995,34.9,1449,1812,80.0,26365,9933,620,702,88.3,674,790,85.3,147,272,54.0,1,2.1,-1.1,25,123,39,15,149,Matches
1449,José Luis Morales,es ESP,FWMF,Levante,es La Liga,31,1987,35.5,548,808,67.8,8602,2609,311,383,81.2,178,255,69.8,46,113,40.7,5,5.6,-0.6,41,33,41,9,62,Matches
1450,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,28,1990,25.1,1158,1304,88.8,24185,6475,340,376,90.4,620,672,92.3,189,235,80.4,1,0.5,+0.5,5,41,2,2,44,Matches
1451,Filipe Luís,br BRA,DF,Atlético Madrid,es La Liga,32,1985,22.6,1259,1523,82.7,21194,8036,630,677,93.1,496,584,84.9,112,216,51.9,2,1.1,+0.9,16,131,25,9,115,Matches
1452,Luisinho,pt POR,DF,Huesca,es La Liga,33,1985,5.6,209,245,85.3,3682,1334,85,90,94.4,109,122,89.3,14,30,46.7,0,0.3,-0.3,2,14,4,3,11,Matches
1453,David Luiz,br BRA,DF,Chelsea,eng Premier League,31,1987,36.0,2291,2617,87.5,53272,18089,590,632,93.4,1154,1246,92.6,525,702,74.8,2,2.0,0.0,14,230,20,1,199,Matches
1454,Douglas Luiz,br BRA,MF,Girona,es La Liga,20,1998,16.6,634,766,82.8,13391,3332,211,244,86.5,286,327,87.5,124,178,69.7,0,0.4,-0.4,11,72,10,1,79,Matches
1455,Everton Luiz,br BRA,MF,SPAL,it Serie A,30,1988,3.5,117,140,83.6,1794,319,61,68,89.7,52,61,85.2,3,8,37.5,0,0.0,0.0,0,15,1,0,8,Matches
1456,Jordan Lukaku,be BEL,MFDF,Lazio,it Serie A,24,1994,1.9,79,104,76.0,1171,325,49,62,79.0,25,32,78.1,4,8,50.0,0,0.1,-0.1,1,2,1,0,8,Matches
1457,Romelu Lukaku,be BEL,FW,Manchester Utd,eng Premier League,25,1993,23.7,372,579,64.2,5610,1214,213,281,75.8,109,195,55.9,30,60,50.0,0,2.3,-2.3,23,24,22,4,38,Matches
1458,Dodi Lukebakio,be BEL,FWMF,Düsseldorf,de Bundesliga,20,1997,21.9,444,595,74.6,7801,1339,207,249,83.1,175,224,78.1,50,91,54.9,3,2.3,+0.7,22,20,21,9,36,Matches
1459,Saša Lukić,rs SRB,MF,Torino,it Serie A,21,1996,11.0,396,468,84.6,6862,1619,188,212,88.7,142,162,87.7,50,66,75.8,0,1.0,-1.0,15,34,14,6,25,Matches
1460,Senad Lulić,ba BIH,DFMF,Lazio,it Serie A,32,1986,32.5,1250,1679,74.4,22888,7798,584,682,85.6,488,648,75.3,165,285,57.9,1,4.2,-3.2,54,81,63,28,143,Matches
1461,Antonio Luna,es ESP,DF,Levante,es La Liga,27,1991,14.0,471,647,72.8,8073,3395,225,250,90.0,198,262,75.6,42,112,37.5,2,1.5,+0.5,12,27,17,9,49,Matches
1462,Andriy Lunin,ua UKR,GK,Leganés,es La Liga,19,1999,4.1,84,122,68.9,3516,2388,6,6,100.0,22,23,95.7,56,93,60.2,0,0.0,0.0,0,1,0,0,0,Matches
1463,Sebastiano Luperto,it ITA,DF,Napoli,it Serie A,21,1996,8.1,421,469,89.8,8141,2776,148,162,91.4,218,228,95.6,50,68,73.5,0,0.0,0.0,0,29,0,0,19,Matches
1464,Fabian Lustenberger,ch SUI,DFMF,Hertha BSC,de Bundesliga,30,1988,24.1,1148,1308,87.8,25761,8184,300,332,90.4,600,651,92.2,247,319,77.4,1,0.4,+0.6,2,58,1,0,65,Matches
1465,Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,31,1987,14.6,335,479,69.9,11185,6491,22,22,100.0,170,170,100.0,143,287,49.8,0,0.0,0.0,0,2,0,0,0,Matches
1466,Lyanco,br BRA,DF,Torino,it Serie A,21,1997,1.0,19,25,76.0,428,85,6,7,85.7,9,10,90.0,4,8,50.0,0,0.0,0.0,0,1,0,0,1,Matches
1467,Lyanco,br BRA,DF,Bologna,it Serie A,21,1997,12.4,424,511,83.0,9744,3412,113,128,88.3,222,245,90.6,85,129,65.9,0,0.3,-0.3,3,29,3,0,38,Matches
1468,Hervé Lybohy,ne NIG,DF,Nîmes,fr Ligue 1,35,1983,16.4,478,568,84.2,10034,3254,148,162,91.4,248,276,89.9,80,126,63.5,0,0.0,0.0,0,22,1,0,26,Matches
1469,Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,24,1993,9.2,281,433,64.9,5803,2876,103,131,78.6,126,178,70.8,49,101,48.5,1,0.6,+0.4,7,20,9,3,29,Matches
1470,Yann M'Vila,fr FRA,MF,Saint-Étienne,fr Ligue 1,28,1990,36.2,1967,2294,85.7,42174,12561,651,719,90.5,932,1016,91.7,372,521,71.4,1,1.1,-0.1,25,172,21,2,197,Matches
1471,Darwin Machís,ve VEN,FWMF,Udinese,it Serie A,25,1993,5.1,129,179,72.1,2188,582,69,83,83.1,49,62,79.0,11,32,34.4,1,0.6,+0.4,12,7,4,2,14,Matches
1472,James Maddison,eng ENG,MFFW,Leicester City,eng Premier League,21,1996,31.5,1243,1615,77.0,23951,7507,576,656,87.8,439,528,83.1,211,384,54.9,7,7.9,-0.9,96,133,50,4,153,Matches
1473,Gary Madine,eng ENG,FWMF,Cardiff City,eng Premier League,27,1990,0.4,8,11,72.7,111,33,5,6,83.3,3,5,60.0,0,0,,0,0.0,0.0,0,2,1,0,3,Matches
1474,Pablo Maffeo,es ESP,DFMF,Stuttgart,de Bundesliga,21,1997,6.6,215,299,71.9,3793,1322,102,117,87.2,76,101,75.2,32,69,46.4,0,0.3,-0.3,2,9,6,6,12,Matches
1475,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,33,1984,20.7,1181,1330,88.8,21756,5585,514,554,92.8,518,559,92.7,138,197,70.1,0,0.1,-0.1,5,118,9,0,96,Matches
1476,Giangiacomo Magnani,it ITA,DF,Sassuolo,it Serie A,22,1995,16.8,784,907,86.4,18159,4928,147,165,89.1,490,517,94.8,145,217,66.8,1,0.1,+0.9,3,49,1,0,34,Matches
1477,Harry Maguire,eng ENG,DF,Leicester City,eng Premier League,25,1993,28.8,1505,1738,86.6,35440,11834,383,428,89.5,743,809,91.8,363,467,77.7,0,0.5,-0.5,10,176,8,0,138,Matches
1478,Riyad Mahrez,dz ALG,FWMF,Manchester City,eng Premier League,27,1991,14.9,718,893,80.4,13298,2791,315,357,88.2,292,346,84.4,97,152,63.8,4,4.4,-0.4,26,24,50,11,69,Matches
1479,Thiago Maia,br BRA,MF,Lille,fr Ligue 1,21,1997,11.3,489,579,84.5,10050,2972,164,189,86.8,239,263,90.9,82,114,71.9,1,0.5,+0.5,8,75,5,0,63,Matches
1480,Raffaele Maiello,it ITA,MF,Frosinone,it Serie A,27,1991,22.7,988,1239,79.7,21526,5785,324,376,86.2,442,508,87.0,213,321,66.4,0,1.2,-1.2,20,75,17,3,109,Matches
1481,Arne Maier,de GER,MF,Hertha BSC,de Bundesliga,19,1999,22.9,1048,1225,85.6,18979,4337,441,494,89.3,476,544,87.5,118,148,79.7,0,1.6,-1.6,19,80,17,2,82,Matches
1482,Domenico Maietta,it ITA,DF,Empoli,it Serie A,35,1982,19.0,843,988,85.3,18572,7095,243,254,95.7,427,464,92.0,165,251,65.7,0,0.3,-0.3,5,87,6,1,68,Matches
1483,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,23,1995,38.0,689,1095,62.9,22748,15407,87,88,98.9,295,296,99.7,304,707,43.0,0,0.2,-0.2,2,12,0,0,0,Matches
1484,Linton Maina,de GER,MFFW,Hannover 96,de Bundesliga,19,1999,15.7,381,516,73.8,6138,2176,188,238,79.0,157,194,80.9,24,48,50.0,3,2.8,+0.2,18,24,25,8,51,Matches
1485,Ainsley Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,20,1997,11.0,457,575,79.5,7972,2743,219,251,87.3,196,230,85.2,39,71,54.9,1,1.2,-0.2,6,30,14,1,52,Matches
1486,Josh Maja,ng NGA,FWMF,Bordeaux,fr Ligue 1,19,1998,2.2,45,57,78.9,591,138,30,37,81.1,13,18,72.2,1,1,100.0,0,0.0,0.0,1,1,1,0,5,Matches
1487,Abdul Majeed Waris,gh GHA,FW,Nantes,fr Ligue 1,26,1991,25.0,441,621,71.0,6779,1751,258,327,78.9,142,193,73.6,30,66,45.5,3,2.4,+0.6,22,25,16,3,40,Matches
1488,Jean-Victor Makengo,fr FRA,FWMF,Nice,fr Ligue 1,20,1998,11.4,358,424,84.4,5452,971,201,221,91.0,124,144,86.1,22,34,64.7,0,0.8,-0.8,12,28,6,1,25,Matches
1489,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,23,1995,35.7,583,779,74.8,9775,2540,273,341,80.1,212,278,76.3,63,106,59.4,0,0.7,-0.7,13,54,10,0,71,Matches
1490,Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,26,1991,15.3,811,886,91.5,16998,5844,243,265,91.7,414,433,95.6,148,179,82.7,0,0.2,-0.2,2,43,1,0,45,Matches
1491,Malcom,br BRA,FWDF,Barcelona,es La Liga,21,1997,6.8,273,329,83.0,3952,768,171,191,89.5,91,114,79.8,8,14,57.1,2,1.6,+0.4,12,8,4,1,21,Matches
1492,Kévin Malcuit,ma MAR,DF,Napoli,it Serie A,27,1991,20.1,1045,1265,82.6,17746,5499,535,589,90.8,394,473,83.3,95,148,64.2,2,2.4,-0.4,22,44,32,16,85,Matches
1493,Yunus Mallı,tr TUR,MFFW,Wolfsburg,de Bundesliga,26,1992,7.8,267,340,78.5,4692,1178,121,153,79.1,115,126,91.3,28,48,58.3,1,1.5,-0.5,15,22,15,2,36,Matches
1494,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,27,1991,34.4,1450,1996,72.6,25732,10495,688,788,87.3,577,743,77.7,163,387,42.1,4,3.9,+0.1,29,108,44,15,135,Matches
1495,Antonio Mance,hr CRO,FWMF,Nantes,fr Ligue 1,22,1995,0.6,8,13,61.5,93,7,5,7,71.4,3,6,50.0,0,0,,0,0.0,0.0,0,1,0,0,0,Matches
1496,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,29,1989,31.0,1274,1611,79.1,23502,11237,533,591,90.2,598,723,82.7,130,255,51.0,1,1.3,-0.3,18,90,27,7,136,Matches
1497,Gianluca Mancini,it ITA,DF,Atalanta,it Serie A,22,1996,25.0,1128,1349,83.6,20770,7226,432,488,88.5,584,658,88.8,102,180,56.7,2,0.5,+1.5,10,85,12,1,88,Matches
1498,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,33,1985,30.4,688,985,69.8,22055,14040,46,47,97.9,382,385,99.2,260,552,47.1,0,0.0,0.0,0,12,1,0,1,Matches
1499,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,24,1994,1.1,48,59,81.4,773,216,25,26,96.2,20,24,83.3,3,7,42.9,0,0.3,-0.3,1,3,2,1,4,Matches
1500,Aïssa Mandi,dz ALG,DF,Betis,es La Liga,26,1991,34.0,2417,2610,92.6,47146,17277,909,959,94.8,1177,1256,93.7,312,359,86.9,1,1.2,-0.2,15,183,9,1,127,Matches
1501,Rolando Mandragora,it ITA,MF,Udinese,it Serie A,21,1997,32.4,991,1222,81.1,17489,4770,452,520,86.9,390,461,84.6,117,177,66.1,2,1.9,+0.1,28,63,18,3,83,Matches
1502,Mario Mandžukić,hr CRO,FW,Juventus,it Serie A,32,1986,22.4,449,616,72.9,6861,1707,242,314,77.1,154,206,74.8,32,46,69.6,6,2.5,+3.5,27,22,20,7,38,Matches
1503,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,26,1992,34.2,953,1237,77.0,15789,3367,501,587,85.3,342,429,79.7,88,141,62.4,1,4.6,-3.6,44,78,49,6,109,Matches
